index,x,y,z
0,0.46176111698150635,0.3632827699184418,-0.053952015936374664
1,0.45161932706832886,0.3720375597476959,-0.031125139445066452
2,0.45141586661338806,0.3742683231830597,-0.031193463131785393
3,0.4512302875518799,0.37687918543815613,-0.031083552166819572
4,0.45261693000793457,0.3728856146335602,-0.06834293901920319
5,0.4530394375324249,0.3752938508987427,-0.06834934651851654
6,0.45339182019233704,0.37803468108177185,-0.06830812990665436
7,0.4558779001235962,0.4009591042995453,0.05669819191098213
8,0.45803335309028625,0.40192678570747375,-0.11752822250127792
9,0.4721013605594635,0.37594398856163025,-0.023122768849134445
10,0.4726698398590088,0.3763870596885681,-0.07437879592180252
11,0.4886976182460785,0.44125521183013916,0.11192543804645538
12,0.49036842584609985,0.44359272718429565,-0.1999007910490036
13,0.4836970269680023,0.32456788420677185,0.119574636220932
14,0.4916023015975952,0.314634770154953,-0.28766733407974243
15,0.4751681983470917,0.2161511778831482,0.01167439203709364
16,0.4756844639778137,0.2027747631072998,-0.2946194112300873
17,0.46944987773895264,0.192877858877182,-0.00295147649012506
18,0.4708917737007141,0.17383742332458496,-0.3289169669151306
19,0.4655050039291382,0.1898600459098816,-0.019683312624692917
20,0.46552425622940063,0.17476612329483032,-0.3170945942401886
21,0.4670424163341522,0.2012055665254593,-0.0016411695396527648
22,0.4663616716861725,0.1845652163028717,-0.2908618450164795
23,0.52260822057724,0.6547830104827881,0.1148197278380394
24,0.5014371275901794,0.663764476776123,-0.11491502821445465
25,0.6355448961257935,0.6468144059181213,0.15128205716609955
26,0.39308175444602966,0.7541506290435791,-0.1976405680179596
27,0.6380591988563538,0.8221412897109985,0.2326795756816864
28,0.27444344758987427,0.8273694515228271,-0.18118968605995178
29,0.6256245970726013,0.8431748151779175,0.23724742233753204
30,0.25113964080810547,0.838092029094696,-0.17873816192150116
31,0.6829587817192078,0.8510896563529968,0.2026417851448059
32,0.2904987931251526,0.8757501840591431,-0.2483416497707367
