index,x,y,z
0,0.5345607995986938,0.5460360646247864,0.3658170700073242
1,0.5538666248321533,0.5174301862716675,0.3859572112560272
2,0.5538283586502075,0.5142619609832764,0.38573578000068665
3,0.5535855293273926,0.5113391280174255,0.38604751229286194
4,0.55302494764328,0.5146045088768005,0.34779122471809387
5,0.5523394346237183,0.5093739032745361,0.34787026047706604
6,0.551348090171814,0.5043596625328064,0.3478780686855316
7,0.5389614105224609,0.4762715697288513,0.4645204246044159
8,0.5378878116607666,0.4726487100124359,0.28807416558265686
9,0.512598991394043,0.543152391910553,0.39757928252220154
10,0.510778546333313,0.5371215343475342,0.3463687598705292
11,0.43557009100914,0.5161594748497009,0.3827647864818573
12,0.4429561495780945,0.4734625816345215,0.16672617197036743
13,0.3096104860305786,0.5543302297592163,0.030044687911868095
14,0.29678189754486084,0.3899267911911011,-0.07914463430643082
15,0.2778612971305847,0.5554059743881226,-0.4605061709880829
16,0.19784364104270935,0.3828103542327881,-0.34192878007888794
17,0.2845509648323059,0.5694988369941711,-0.5309343934059143
18,0.16766270995140076,0.3728598356246948,-0.41593778133392334
19,0.2909057140350342,0.5534225702285767,-0.5552968382835388
20,0.17340151965618134,0.3869256377220154,-0.43066832423210144
21,0.282614529132843,0.5498799085617065,-0.4847695529460907
22,0.1817665547132492,0.39370429515838623,-0.352700412273407
23,0.17251712083816528,0.6104916334152222,0.04216932877898216
24,0.16686572134494781,0.5782191157341003,-0.04339880496263504
25,0.48747488856315613,0.36353951692581177,0.16335470974445343
26,0.39845117926597595,0.33156636357307434,-0.12491857260465622
27,0.7103548049926758,0.4921261668205261,0.04453224316239357
28,0.5566303133964539,0.5714274644851685,-0.3152649700641632
29,0.7050198912620544,0.5455248951911926,0.03287044167518616
30,0.5506999492645264,0.6250795722007751,-0.32885390520095825
31,0.8388029932975769,0.5061978101730347,-0.031192723661661148
32,0.6464179158210754,0.6602188944816589,-0.44168204069137573
