index,x,y,z
0,0.8808460831642151,0.8040457367897034,1.195609229398542e-07 
1,0.8660728931427002,0.8295754790306091,-0.00692228227853775 
2,0.8614137768745422,0.8655440807342529,-0.009402601979672909 
3,0.8601805567741394,0.8947804570198059,-0.010408299043774605 
4,0.8570231795310974,0.912676990032196,-0.010380168445408344 
5,0.8873709440231323,0.8910552263259888,-0.008796994574368 
6,0.8841394186019897,0.9310804605484009,-0.012774359434843063 
7,0.8708665370941162,0.9368295669555664,-0.014651305042207241 
8,0.8607197403907776,0.9309671521186829,-0.014639588072896004 
9,0.9004086256027222,0.8878133893013,-0.005633795168250799 
10,0.8978509902954102,0.9267685413360596,-0.008595282211899757 
11,0.8848348259925842,0.9310249090194702,-0.010478131473064423 
12,0.8753760457038879,0.9236005544662476,-0.010928348638117313 
13,0.9087086319923401,0.8809128403663635,-0.002626792062073946 
14,0.9119911789894104,0.9181263446807861,-0.0033747574780136347 
15,0.9017255902290344,0.928002119064331,-0.00469185970723629 
16,0.8927220702171326,0.9267008304595947,-0.005498477257788181 
17,0.913178563117981,0.8719668984413147,-0.00011452537000877783 
18,0.9184292554855347,0.9029288291931152,-0.0006995968869887292 
19,0.9129120707511902,0.9158709049224854,-0.0008648585062474012 
20,0.9064521789550781,0.9190813899040222,-0.00037255045026540756 
