time,index,x,y,z,pose_id
0:00:00.256915,0,0.5376803874969482,0.18172849714756012,-1.1782387495040894,ON 
0:00:00.256915,1,0.560173749923706,0.1390048861503601,-1.126863718032837,ON 
0:00:00.256915,2,0.5737200379371643,0.13923543691635132,-1.1268666982650757,ON 
0:00:00.256915,3,0.586121678352356,0.139915332198143,-1.1264230012893677,ON 
0:00:00.256915,4,0.5088595747947693,0.13894237577915192,-1.1135907173156738,ON 
0:00:00.256915,5,0.4910199046134949,0.14074164628982544,-1.1134905815124512,ON 
0:00:00.256915,6,0.47851842641830444,0.14290040731430054,-1.1137830018997192,ON 
0:00:00.256915,7,0.6093199253082275,0.17142976820468903,-0.7645918726921082,ON 
0:00:00.256915,8,0.4614931046962738,0.18064016103744507,-0.6970205903053284,ON 
0:00:00.256915,9,0.5633034110069275,0.24071849882602692,-1.0481023788452148,ON 
0:00:00.256915,10,0.5053991079330444,0.239946186542511,-1.029935359954834,ON 
0:00:00.256915,11,0.7136756777763367,0.495108962059021,-0.552630603313446,ON 
0:00:00.256915,12,0.3646533191204071,0.4925585389137268,-0.3844481110572815,ON 
0:00:00.256915,13,0.7864911556243896,0.9096076488494873,-0.7694472074508667,ON 
0:00:00.256915,14,0.2665765583515167,0.915608823299408,-0.6584678888320923,ON 
0:00:00.256915,15,0.6713688373565674,0.8697413802146912,-1.4110021591186523,ON 
0:00:00.256915,16,0.30933380126953125,0.7952744960784912,-1.5992876291275024,ON 
0:00:00.256915,17,0.629513680934906,0.87520831823349,-1.556849479675293,ON 
0:00:00.256915,18,0.32295334339141846,0.7662436962127686,-1.755266785621643,ON 
0:00:00.256915,19,0.6237285137176514,0.799716055393219,-1.5442558526992798,ON 
0:00:00.256915,20,0.32387876510620117,0.709609866142273,-1.761667013168335,ON 
0:00:00.256915,21,0.6335033774375916,0.7955926656723022,-1.4153387546539307,ON 
0:00:00.256915,22,0.3272494077682495,0.7113413214683533,-1.621666669845581,ON 
0:00:00.256915,23,0.630780816078186,1.0679430961608887,-0.06191661208868027,ON 
0:00:00.256915,24,0.42050522565841675,1.0576088428497314,0.0656564012169838,ON 
0:00:00.256915,25,0.62642502784729,1.5131590366363525,0.09842972457408905,ON 
0:00:00.256915,26,0.39474010467529297,1.5088549852371216,0.46376150846481323,ON 
0:00:00.256915,27,0.6170096397399902,1.8714547157287598,0.814980685710907,ON 
0:00:00.256915,28,0.39245080947875977,1.8583621978759766,1.276451826095581,ON 
0:00:00.256915,29,0.6255899667739868,1.9426006078720093,0.8552604913711548,ON 
0:00:00.256915,30,0.3839412033557892,1.9288188219070435,1.3423374891281128,ON 
0:00:00.256915,31,0.5741881728172302,2.014362335205078,0.3678772747516632,ON 
0:00:00.256915,32,0.42496976256370544,2.0033183097839355,0.8576046824455261,ON 
0:00:00.328688,0,0.5358558297157288,0.1814643293619156,-1.1007436513900757,ON 
0:00:00.328688,1,0.5602075457572937,0.13831692934036255,-1.0515389442443848,ON 
0:00:00.328688,2,0.5739666223526001,0.13883858919143677,-1.051687479019165,ON 
0:00:00.328688,3,0.5866209864616394,0.1398787945508957,-1.0512068271636963,ON 
0:00:00.328688,4,0.5083614587783813,0.13846774399280548,-1.0375206470489502,ON 
0:00:00.328688,5,0.4905855655670166,0.1403532177209854,-1.0374298095703125,ON 
0:00:00.328688,6,0.4783128798007965,0.14274360239505768,-1.0377819538116455,ON 
0:00:00.328688,7,0.6104664206504822,0.17147786915302277,-0.6940532922744751,ON 
0:00:00.328688,8,0.46145501732826233,0.17901787161827087,-0.6252037882804871,ON 
0:00:00.328688,9,0.5634088516235352,0.24125361442565918,-0.9711642265319824,ON 
0:00:00.328688,10,0.5040401220321655,0.2414373755455017,-0.9526643753051758,ON 
0:00:00.328688,11,0.7153044939041138,0.4952315092086792,-0.4853711724281311,ON 
0:00:00.328688,12,0.36501336097717285,0.49280020594596863,-0.3059483766555786,ON 
0:00:00.328688,13,0.7858766317367554,0.9154878854751587,-0.675663948059082,ON 
0:00:00.328688,14,0.2677585482597351,0.9151461720466614,-0.6010523438453674,ON 
0:00:00.328688,15,0.6714571714401245,0.8712511658668518,-1.3542015552520752,ON 
0:00:00.328688,16,0.3078630864620209,0.7985053658485413,-1.6019493341445923,ON 
0:00:00.328688,17,0.6291264295578003,0.8758521676063538,-1.5066874027252197,ON 
0:00:00.328688,18,0.3220280706882477,0.7666699886322021,-1.7669118642807007,ON 
0:00:00.328688,19,0.6232787370681763,0.8060042262077332,-1.5094630718231201,ON 
0:00:00.328688,20,0.32352450489997864,0.7094510793685913,-1.7770026922225952,ON 
0:00:00.328688,21,0.6331208348274231,0.8019044399261475,-1.363856554031372,ON 
0:00:00.328688,22,0.3271434009075165,0.7113380432128906,-1.626217246055603,ON 
0:00:00.328688,23,0.6366475224494934,1.0869174003601074,-0.06197737902402878,ON 
0:00:00.328688,24,0.4206058084964752,1.0799049139022827,0.06569381058216095,ON 
0:00:00.328688,25,0.6267321109771729,1.5531142950057983,0.06751260906457901,ON 
0:00:00.328688,26,0.3939156234264374,1.5428718328475952,0.39712971448898315,ON 
0:00:00.328688,27,0.6098364591598511,1.9477369785308838,0.7015279531478882,ON 
0:00:00.328688,28,0.3839281499385834,1.9310017824172974,1.0870721340179443,ON 
0:00:00.328688,29,0.6161439418792725,2.0140366554260254,0.732918381690979,ON 
0:00:00.328688,30,0.37434834241867065,1.9992645978927612,1.1409953832626343,ON 
0:00:00.328688,31,0.5658137798309326,2.094853162765503,0.2423226535320282,ON 
0:00:00.328688,32,0.4141359329223633,2.075213670730591,0.6534706354141235,ON 
0:00:00.382748,0,0.535026490688324,0.18158437311649323,-1.0986592769622803,ON 
0:00:00.382748,1,0.5602075457572937,0.13824597001075745,-1.0495637655258179,ON 
0:00:00.382748,2,0.5740624070167542,0.1388205885887146,-1.0497148036956787,ON 
0:00:00.382748,3,0.5867835283279419,0.1398971676826477,-1.0492451190948486,ON 
0:00:00.382748,4,0.5077257752418518,0.138460174202919,-1.037859559059143,ON 
0:00:00.382748,5,0.4900151789188385,0.1403498649597168,-1.0377285480499268,ON 
0:00:00.382748,6,0.478062242269516,0.1427428126335144,-1.0380741357803345,ON 
0:00:00.382748,7,0.6108786463737488,0.17148858308792114,-0.6845608949661255,ON 
0:00:00.382748,8,0.46142977476119995,0.17768381536006927,-0.6253732442855835,ON 
