time,index,x,y,z,pose_id
0:00:00.118420,0,0.46796542406082153,0.2206662893295288,-0.9656631350517273,MEDIAN 
0:00:00.118420,1,0.4893227517604828,0.17910848557949066,-0.9157207608222961,MEDIAN 
0:00:00.118420,2,0.5027568936347961,0.17964625358581543,-0.916054368019104,MEDIAN 
0:00:00.118420,3,0.5147561430931091,0.1807662397623062,-0.91619473695755,MEDIAN 
0:00:00.118420,4,0.44667452573776245,0.18047378957271576,-0.9122005701065063,MEDIAN 
0:00:00.118420,5,0.4317990839481354,0.18279039859771729,-0.9120085835456848,MEDIAN 
0:00:00.118420,6,0.418163925409317,0.1859065443277359,-0.9124553799629211,MEDIAN 
0:00:00.118420,7,0.5384197235107422,0.21689333021640778,-0.5795578360557556,MEDIAN 
0:00:00.118420,8,0.4000130593776703,0.23069500923156738,-0.5531067848205566,MEDIAN 
0:00:00.118420,9,0.4962187707424164,0.2900688052177429,-0.8409210443496704,MEDIAN 
0:00:00.118420,10,0.4442433714866638,0.29421085119247437,-0.8338832855224609,MEDIAN 
0:00:00.118420,11,0.6210677623748779,0.5652082562446594,-0.3757401406764984,MEDIAN 
0:00:00.118420,12,0.33048707246780396,0.5764330625534058,-0.3260270059108734,MEDIAN 
0:00:00.118420,13,0.6738246083259583,0.9794270992279053,-0.3279709815979004,MEDIAN 
0:00:00.118420,14,0.2775411009788513,0.9641663432121277,-0.24650254845619202,MEDIAN 
0:00:00.118420,15,0.6859459280967712,1.3350744247436523,-0.6552149057388306,MEDIAN 
0:00:00.118420,16,0.2777997851371765,1.3203709125518799,-0.6360852122306824,MEDIAN 
0:00:00.118420,17,0.712683916091919,1.4702671766281128,-0.767667293548584,MEDIAN 
0:00:00.118420,18,0.2679467797279358,1.430818796157837,-0.7390085458755493,MEDIAN 
0:00:00.118420,19,0.6865706443786621,1.4668545722961426,-0.829569935798645,MEDIAN 
0:00:00.118420,20,0.2863117456436157,1.4164988994598389,-0.8434826135635376,MEDIAN 
0:00:00.118420,21,0.6707735657691956,1.422830581665039,-0.6953946948051453,MEDIAN 
0:00:00.118420,22,0.29781919717788696,1.377055048942566,-0.6904364824295044,MEDIAN 
0:00:00.118420,23,0.5707097053527832,1.2974127531051636,-0.08427216112613678,MEDIAN 
0:00:00.118420,24,0.3951971232891083,1.3124223947525024,0.08677094429731369,MEDIAN 
0:00:00.118420,25,0.5525005459785461,1.9018794298171997,0.039780206978321075,MEDIAN 
0:00:00.118420,26,0.37493425607681274,1.904773235321045,0.21277227997779846,MEDIAN 
0:00:00.118420,27,0.5454428791999817,2.397559642791748,0.656954824924469,MEDIAN 
