time,index,x,y,z,pose_id
0:00:00.112575,0,0.5146893262863159,0.2785433530807495,-1.1044483184814453,TRIWEEKLY 
0:00:00.112575,1,0.5314136147499084,0.2396572232246399,-1.0625526905059814,TRIWEEKLY 
0:00:00.112575,2,0.5422633290290833,0.2398567795753479,-1.0626215934753418,TRIWEEKLY 
0:00:00.112575,3,0.5528125166893005,0.24029797315597534,-1.0623689889907837,TRIWEEKLY 
0:00:00.112575,4,0.4885513186454773,0.24155539274215698,-1.050968050956726,TRIWEEKLY 
0:00:00.112575,5,0.47370919585227966,0.24377775192260742,-1.0511837005615234,TRIWEEKLY 
0:00:00.112575,6,0.4625832140445709,0.24629510939121246,-1.051514983177185,TRIWEEKLY 
0:00:00.112575,7,0.5690124034881592,0.2647981643676758,-0.7223426103591919,TRIWEEKLY 
0:00:00.112575,8,0.44675976037979126,0.276364266872406,-0.6615097522735596,TRIWEEKLY 
0:00:00.112575,9,0.5388603806495667,0.32559049129486084,-0.976579487323761,TRIWEEKLY 
0:00:00.112575,10,0.48593372106552124,0.32867690920829773,-0.9603807330131531,TRIWEEKLY 
0:00:00.112575,11,0.6623679399490356,0.5266846418380737,-0.5383806824684143,TRIWEEKLY 
0:00:00.112575,12,0.3710901141166687,0.5312235951423645,-0.36107105016708374,TRIWEEKLY 
0:00:00.112575,13,0.71073979139328,0.8991397619247437,-0.7902628183364868,TRIWEEKLY 
0:00:00.112575,14,0.291053831577301,0.9117353558540344,-0.6814212799072266,TRIWEEKLY 
0:00:00.112575,15,0.5213842988014221,0.8386135101318359,-1.3220410346984863,TRIWEEKLY 
0:00:00.112575,16,0.31746307015419006,0.7032204866409302,-1.496203899383545,TRIWEEKLY 
0:00:00.112575,17,0.44900280237197876,0.8233451843261719,-1.4445924758911133,TRIWEEKLY 
0:00:00.112575,18,0.32232147455215454,0.6374955773353577,-1.6405445337295532,TRIWEEKLY 
0:00:00.112575,19,0.45163941383361816,0.7760176062583923,-1.4126050472259521,TRIWEEKLY 
0:00:00.112575,20,0.32112473249435425,0.5909240245819092,-1.6171190738677979,TRIWEEKLY 
0:00:00.112575,21,0.46374955773353577,0.7752858996391296,-1.314371943473816,TRIWEEKLY 
0:00:00.112575,22,0.3245108723640442,0.6033909320831299,-1.5046149492263794,TRIWEEKLY 
0:00:00.112575,23,0.5996660590171814,1.026734471321106,-0.050820160657167435,TRIWEEKLY 
0:00:00.112575,24,0.4166293740272522,1.0328088998794556,0.052703291177749634,TRIWEEKLY 
0:00:00.112575,25,0.5928186178207397,1.4711037874221802,0.11902178823947906,TRIWEEKLY 
0:00:00.112575,26,0.3910022974014282,1.4603707790374756,0.22435398399829865,TRIWEEKLY 
0:00:00.112575,27,0.5839771032333374,1.792694330215454,0.8916745185852051,TRIWEEKLY 
0:00:00.112575,28,0.3963639736175537,1.7897745370864868,0.8678942918777466,TRIWEEKLY 
0:00:00.112575,29,0.5883781313896179,1.8467615842819214,0.944999098777771,TRIWEEKLY 
0:00:00.112575,30,0.3922263979911804,1.845760464668274,0.9201222658157349,TRIWEEKLY 
0:00:00.112575,31,0.5571756958961487,1.9255445003509521,0.5305958986282349,TRIWEEKLY 
0:00:00.112575,32,0.4242120385169983,1.9224607944488525,0.4650748372077942,TRIWEEKLY 
0:00:00.174863,0,0.5143389105796814,0.27842584252357483,-1.0498440265655518,TRIWEEKLY 
0:00:00.174863,1,0.5314686894416809,0.2393931895494461,-1.0104382038116455,TRIWEEKLY 
0:00:00.174863,2,0.5424937009811401,0.23969429731369019,-1.0105633735656738,TRIWEEKLY 
0:00:00.174863,3,0.552924633026123,0.24007605016231537,-1.0102264881134033,TRIWEEKLY 
0:00:00.174863,4,0.48850804567337036,0.2407555729150772,-0.9981362223625183,TRIWEEKLY 
0:00:00.174863,5,0.47370919585227966,0.24250473082065582,-0.9981546401977539,TRIWEEKLY 
0:00:00.174863,6,0.4626021981239319,0.24508003890514374,-0.9985004663467407,TRIWEEKLY 
0:00:00.174863,7,0.5699640512466431,0.26446273922920227,-0.6695221662521362,TRIWEEKLY 
0:00:00.174863,8,0.4468156397342682,0.2761211395263672,-0.6039400100708008,TRIWEEKLY 
0:00:00.174863,9,0.5388602614402771,0.3259941041469574,-0.9221358299255371,TRIWEEKLY 
0:00:00.174863,10,0.4859372675418854,0.3295564353466034,-0.9048894047737122,TRIWEEKLY 
0:00:00.174863,11,0.6623713374137878,0.5254032015800476,-0.4748649597167969,TRIWEEKLY 
0:00:00.174863,12,0.3719836175441742,0.5259063243865967,-0.30513548851013184,TRIWEEKLY 
0:00:00.174863,13,0.7092033624649048,0.8990246653556824,-0.6806149482727051,TRIWEEKLY 
0:00:00.174863,14,0.29090553522109985,0.9055272340774536,-0.6538249254226685,TRIWEEKLY 
0:00:00.174863,15,0.5197543501853943,0.8378614187240601,-1.182766079902649,TRIWEEKLY 
0:00:00.174863,16,0.3306838870048523,0.7032077312469482,-1.503159761428833,TRIWEEKLY 
0:00:00.174863,17,0.4471800923347473,0.823376476764679,-1.2983534336090088,TRIWEEKLY 
0:00:00.174863,18,0.3433881402015686,0.6388937830924988,-1.6502981185913086,TRIWEEKLY 
0:00:00.174863,19,0.44764676690101624,0.7793534994125366,-1.271676778793335,TRIWEEKLY 
0:00:00.174863,20,0.3465418815612793,0.5909085869789124,-1.632301688194275,TRIWEEKLY 
0:00:00.174863,21,0.4617047905921936,0.7767207622528076,-1.1750454902648926,TRIWEEKLY 
0:00:00.174863,22,0.34840989112854004,0.6035851240158081,-1.5134007930755615,TRIWEEKLY 
0:00:00.174863,23,0.6004448533058167,1.0381512641906738,-0.05204163119196892,TRIWEEKLY 
0:00:00.174863,24,0.4167173504829407,1.033158540725708,0.05390983819961548,TRIWEEKLY 
0:00:00.174863,25,0.5975244641304016,1.477968454360962,0.12425501644611359,TRIWEEKLY 
0:00:00.174863,26,0.39125075936317444,1.4725955724716187,0.305095374584198,TRIWEEKLY 
0:00:00.174863,27,0.5860826373100281,1.829013466835022,0.7419401407241821,TRIWEEKLY 
0:00:00.174863,28,0.3962695896625519,1.8340638875961304,0.8703681826591492,TRIWEEKLY 
0:00:00.174863,29,0.5898302793502808,1.8823809623718262,0.7749987840652466,TRIWEEKLY 
0:00:00.174863,30,0.3921298086643219,1.8906352519989014,0.9200993776321411,TRIWEEKLY 
0:00:00.174863,31,0.5607479810714722,1.9605087041854858,0.3309425115585327,TRIWEEKLY 
0:00:00.174863,32,0.4228358268737793,1.9627076387405396,0.45926278829574585,TRIWEEKLY 
0:00:00.231481,0,0.5138828158378601,0.2788236737251282,-1.0566737651824951,TRIWEEKLY 
0:00:00.231481,1,0.531464695930481,0.23930302262306213,-1.0182100534439087,TRIWEEKLY 
0:00:00.231481,2,0.5425882339477539,0.23964263498783112,-1.0183279514312744,TRIWEEKLY 
0:00:00.231481,3,0.55293869972229,0.24000555276870728,-1.0179965496063232,TRIWEEKLY 
0:00:00.231481,4,0.4882968068122864,0.2403763383626938,-1.0059807300567627,TRIWEEKLY 
0:00:00.231481,5,0.4736178517341614,0.24197977781295776,-1.0060056447982788,TRIWEEKLY 
0:00:00.231481,6,0.4625835418701172,0.24461312592029572,-1.0063493251800537,TRIWEEKLY 
